"","qumn","province","nhh","a4","a5","a6","MajMin","a9_1","a10","b6","c6","c11_1","c12","c32","d36aa","v1501","t101","t104","t116","t122","v1501.1","v1511","e14","e15","e16","v2507","v2508","v2509"
"21518",160500,"52",3,2,33,1,0,1,4,2,3,4,6,4.3,7781.66666666667,5523,3,1,2.4,462,5523,1200,2,NA,6,1,2,30
"21519",160500,"52",3,1,36,1,0,1,4,1,3,4,6,4.3,7781.66666666667,5523,3,1,2.4,462,5523,1200,2,NA,6,1,2,30
"21520",160510,"52",4,1,18,2,1,1,4,1,3,5,9,2.2,3926.5,5669,3,1,1220,402,5669,1860,2,2,NA,1,1,90
"21521",160510,"52",4,2,40,1,1,1,4,2,4,5,9,2.2,3926.5,5669,3,1,1220,402,5669,1860,2,2,NA,1,1,90
"21522",160510,"52",4,1,47,1,1,1,4,2,3,5,9,2.2,3926.5,5669,3,1,1220,402,5669,1860,2,2,NA,1,1,90
"21523",160520,"52",4,2,27,3,1,1,4,1,2,5,9,2.6,5618.75,5669,3,1,1220,402,5669,1860,2,NA,1,1,1,90
"21524",160530,"52",6,2,43,1,1,1,4,2,4,4,5,4.8,4921.5,5669,3,1,1220,402,5669,1860,2,NA,1,1,1,90
"21525",160530,"52",6,2,22,2,1,1,4,1,2,5,9,4.8,4921.5,5669,3,1,1220,402,5669,1860,2,NA,1,1,1,90
"21526",160530,"52",6,2,22,2,1,1,4,1,2,4,9,4.8,4921.5,5669,3,1,1220,402,5669,1860,2,NA,1,1,1,90
"21527",160530,"52",6,1,20,2,1,1,4,1,2,5,9,4.8,4921.5,5669,3,1,1220,402,5669,1860,2,NA,1,1,1,90
"21528",160530,"52",6,1,46,1,1,1,4,2,3,4,5,4.8,4921.5,5669,3,1,1220,402,5669,1860,2,NA,1,1,1,90
"21529",160550,"52",3,1,35,1,1,1,4,1,3,5,9,3.4,6270,5669,3,1,1220,402,5669,1860,2,NA,1,1,1,90
"21530",160560,"52",4,1,49,1,1,1,4,2,3,4,5,2.2,5127.5,5669,3,1,1220,402,5669,1860,2,NA,1,1,1,90
"21531",160560,"52",4,1,16,2,1,1,4,1,2,5,9,2.2,5127.5,5669,3,1,1220,402,5669,1860,2,NA,1,1,1,90
"21532",160560,"52",4,2,39,1,1,1,4,2,4,4,5,2.2,5127.5,5669,3,1,1220,402,5669,1860,2,NA,1,1,1,90
"21533",160570,"52",4,2,47,1,1,1,4,2,4,2,5,2.6,4715.25,5669,3,1,1220,402,5669,1860,2,NA,1,1,1,90
"21534",160570,"52",4,1,24,1,1,1,4,1,3,3,9,2.6,4715.25,5669,3,1,1220,402,5669,1860,2,NA,1,1,1,90
"21535",160580,"52",4,1,29,2,1,1,4,1,3,4,6,NA,5263.5,5669,3,1,1220,402,5669,1860,2,NA,NA,1,1,90
"21536",160580,"52",4,1,21,2,1,1,4,2,3,5,9,NA,5263.5,5669,3,1,1220,402,5669,1860,2,NA,NA,1,1,90
"21537",160580,"52",4,2,56,1,1,1,4,2,4,4,5,NA,5263.5,5669,3,1,1220,402,5669,1860,2,NA,NA,1,1,90
"21538",160580,"52",4,1,56,1,1,1,4,2,4,1,NA,NA,5263.5,5669,3,1,1220,402,5669,1860,2,NA,NA,1,1,90
"21539",160590,"52",3,1,29,2,1,1,4,1,3,4,6,2.6,9640,5669,3,1,1220,402,5669,1860,2,NA,1,1,1,90
"21540",160600,"52",5,1,22,2,1,1,4,1,3,4,6,4.8,5936,5669,3,1,1220,402,5669,1860,2,NA,1,1,1,90
"21541",160600,"52",5,2,48,1,1,1,4,2,4,4,5,4.8,5936,5669,3,1,1220,402,5669,1860,2,NA,1,1,1,90
"21542",160600,"52",5,1,49,1,1,1,4,2,4,4,5,4.8,5936,5669,3,1,1220,402,5669,1860,2,NA,1,1,1,90
"21543",160600,"52",5,2,16,2,1,1,4,2,3,5,9,4.8,5936,5669,3,1,1220,402,5669,1860,NA,NA,NA,1,1,90
"21544",160600,"52",5,2,20,2,1,1,4,1,2,6,12,4.8,5936,5669,3,1,1220,402,5669,1860,2,NA,1,1,1,90
"21545",160610,"52",4,1,57,1,0,1,NA,NA,3,4,5,2.8,9087.25,3351,3,1,2180,523,3351,1897,2,NA,1,2,NA,NA
"21546",160610,"52",4,2,23,1,0,1,NA,NA,2,1,0,2.8,9087.25,3351,3,1,2180,523,3351,1897,2,NA,1,2,NA,NA
"21547",160610,"52",4,2,50,1,0,1,NA,NA,4,1,0,2.8,9087.25,3351,3,1,2180,523,3351,1897,2,NA,1,2,NA,NA
"21548",160610,"52",4,1,25,1,0,1,NA,1,1,4,5,2.8,9087.25,3351,3,1,2180,523,3351,1897,2,NA,1,2,NA,NA
"21549",160620,"52",6,2,37,1,0,1,4,NA,2,4,3,4,3265.66666666667,3351,3,1,2180,523,3351,1897,2,NA,1,2,NA,NA
"21550",160620,"52",6,1,43,1,0,1,4,1,2,5,6,4,3265.66666666667,3351,3,1,2180,523,3351,1897,2,NA,1,2,NA,NA
"21551",160620,"52",6,1,19,2,0,1,4,NA,2,6,10,4,3265.66666666667,3351,3,1,2180,523,3351,1897,NA,NA,NA,2,NA,NA
"21552",160630,"52",4,1,53,1,0,1,4,2,2,4,5,2,4960.75,3351,3,1,2180,523,3351,1897,2,NA,1,2,NA,NA
"21553",160630,"52",4,2,20,2,0,1,4,2,2,4,5,2,4960.75,3351,3,1,2180,523,3351,1897,2,NA,1,2,NA,NA
"21554",160630,"52",4,1,22,2,0,1,4,1,2,4,5,2,4960.75,3351,3,1,2180,523,3351,1897,2,NA,1,2,NA,NA
"21555",160630,"52",4,2,49,1,0,1,4,2,4,4,5,2,4960.75,3351,3,1,2180,523,3351,1897,2,NA,1,2,NA,NA
"21556",160640,"52",6,2,44,1,0,1,4,1,1,3,9,5,2895.66666666667,3351,3,1,2180,523,3351,1897,2,NA,1,2,NA,NA
"21557",160640,"52",6,1,21,2,0,1,4,NA,1,9,12,5,2895.66666666667,3351,3,1,2180,523,3351,1897,NA,NA,NA,2,NA,NA
"21558",160640,"52",6,1,43,1,0,1,4,1,1,3,9,5,2895.66666666667,3351,3,1,2180,523,3351,1897,2,NA,1,2,NA,NA
"21559",160640,"52",6,1,17,2,0,1,4,NA,1,3,9,5,2895.66666666667,3351,3,1,2180,523,3351,1897,2,NA,1,2,NA,NA
"21560",160650,"52",7,1,23,2,0,5,2,NA,1,11,14,6,5167.85714285714,3351,3,1,2180,523,3351,1897,NA,NA,NA,2,NA,NA
"21561",160650,"52",7,2,51,1,0,1,2,NA,4,1,0,6,5167.85714285714,3351,3,1,2180,523,3351,1897,2,NA,1,2,NA,NA
"21562",160650,"52",7,2,24,2,0,1,2,NA,1,11,14,6,5167.85714285714,3351,3,1,2180,523,3351,1897,NA,NA,NA,2,NA,NA
"21563",160650,"52",7,1,22,2,0,1,2,1,1,5,NA,6,5167.85714285714,3351,3,1,2180,523,3351,1897,2,NA,1,2,NA,NA
"21564",160650,"52",7,1,54,1,0,1,1,NA,2,5,8,6,5167.85714285714,3351,3,1,2180,523,3351,1897,2,NA,1,2,NA,NA
"21565",160660,"52",5,2,40,1,0,1,4,1,4,1,NA,2,4952.4,3351,3,1,2180,523,3351,1897,2,NA,1,2,NA,NA
"21566",160660,"52",5,2,18,2,0,1,4,1,2,4,5,2,4952.4,3351,3,1,2180,523,3351,1897,2,NA,1,2,NA,NA
"21567",160660,"52",5,1,20,2,0,1,4,1,2,5,7,2,4952.4,3351,3,1,2180,523,3351,1897,2,NA,1,2,NA,NA
"21568",160660,"52",5,1,48,1,0,1,4,1,3,4,5,2,4952.4,3351,3,1,2180,523,3351,1897,2,NA,1,2,NA,NA
"21569",160670,"52",6,2,37,1,0,1,4,1,3,1,NA,4,3558.5,3351,3,1,2180,523,3351,1897,2,NA,1,2,NA,NA
"21570",160670,"52",6,1,40,1,0,1,4,1,3,4,5,4,3558.5,3351,3,1,2180,523,3351,1897,2,NA,1,2,NA,NA
"21571",160680,"52",6,1,17,1,0,1,4,NA,1,5,8,5,1737,3351,3,1,2180,523,3351,1897,NA,NA,NA,2,NA,NA
"21572",160680,"52",6,2,42,1,0,1,4,2,4,1,NA,5,1737,3351,3,1,2180,523,3351,1897,2,NA,1,2,NA,NA
"21573",160680,"52",6,1,45,1,0,1,4,2,4,4,3,5,1737,3351,3,1,2180,523,3351,1897,2,NA,1,2,NA,NA
"21574",160690,"52",6,1,32,2,0,1,4,NA,2,4,5,5,3682.5,3351,3,1,2180,523,3351,1897,2,NA,1,2,NA,NA
"21575",160690,"52",6,1,41,3,0,1,4,1,2,5,8,5,3682.5,3351,3,1,2180,523,3351,1897,2,NA,1,2,NA,NA
"21576",160700,"52",3,1,25,2,0,1,4,1,2,4,5,4,6873.33333333333,3351,3,1,2180,523,3351,1897,2,NA,1,2,NA,NA
"21577",160700,"52",3,1,42,3,0,1,4,1,2,4,5,4,6873.33333333333,3351,3,1,2180,523,3351,1897,2,NA,1,2,NA,NA
"21578",160710,"52",4,1,55,1,0,1,4,2,3,5,9,1.5,4107.25,3168.86,3,1,710,289,3168.86,1900,2,NA,NA,2,NA,NA
"21579",160710,"52",4,1,27,2,0,1,4,1,3,5,9,1.5,4107.25,3168.86,3,1,710,289,3168.86,1900,2,NA,NA,2,NA,NA
"21580",160710,"52",4,1,28,2,0,1,4,1,3,4,6,1.5,4107.25,3168.86,3,1,710,289,3168.86,1900,2,NA,NA,2,NA,NA
"21581",160710,"52",4,2,53,1,0,1,4,2,3,1,NA,1.5,4107.25,3168.86,3,1,710,289,3168.86,1900,2,NA,NA,2,NA,NA
"21582",160720,"52",9,1,32,1,0,1,4,1,3,5,9,2,1919.55555555556,3168.86,3,1,710,289,3168.86,1900,2,NA,NA,2,NA,NA
"21583",160720,"52",9,2,56,1,0,1,4,2,3,5,9,2,1919.55555555556,3168.86,3,1,710,289,3168.86,1900,2,NA,NA,2,NA,NA
"21584",160720,"52",9,1,26,1,0,1,4,2,3,5,9,2,1919.55555555556,3168.86,3,1,710,289,3168.86,1900,2,NA,NA,2,NA,NA
"21585",160720,"52",9,2,24,1,0,1,4,2,3,5,9,2,1919.55555555556,3168.86,3,1,710,289,3168.86,1900,2,NA,NA,2,NA,NA
"21586",160720,"52",9,2,30,1,0,1,4,2,3,5,9,2,1919.55555555556,3168.86,3,1,710,289,3168.86,1900,2,NA,NA,2,NA,NA
"21587",160730,"52",5,2,36,1,0,1,4,2,3,4,6,1.5,3541.2,3168.86,3,1,710,289,3168.86,1900,2,NA,NA,2,NA,NA
"21588",160730,"52",5,1,39,1,0,1,4,2,3,5,9,1.5,3541.2,3168.86,3,1,710,289,3168.86,1900,2,NA,NA,2,NA,NA
"21589",160740,"52",4,2,60,1,0,1,4,2,3,5,9,2,4423.5,3168.86,3,1,710,289,3168.86,1900,2,NA,NA,2,NA,NA
"21590",160740,"52",4,1,25,2,0,1,4,1,3,9,15,2,4423.5,3168.86,3,1,710,289,3168.86,1900,2,NA,NA,2,NA,NA
"21591",160740,"52",4,1,60,1,0,1,4,2,3,5,8,2,4423.5,3168.86,3,1,710,289,3168.86,1900,2,NA,NA,2,NA,NA
"21592",160740,"52",4,2,26,2,0,1,4,2,3,9,15,2,4423.5,3168.86,3,1,710,289,3168.86,1900,2,NA,NA,2,NA,NA
"21593",160750,"52",6,2,18,NA,0,1,4,NA,1,6,10,2.5,3749.66666666667,3168.86,3,1,710,289,3168.86,1900,NA,NA,NA,2,NA,NA
"21594",160750,"52",6,2,42,1,0,1,4,2,2,4,6,2.5,3749.66666666667,3168.86,3,1,710,289,3168.86,1900,2,NA,NA,2,NA,NA
"21595",160750,"52",6,1,16,NA,0,1,4,NA,1,5,7,2.5,3749.66666666667,3168.86,3,1,710,289,3168.86,1900,NA,NA,NA,2,NA,NA
"21596",160750,"52",6,1,40,1,0,1,4,1,2,5,9,2.5,3749.66666666667,3168.86,3,1,710,289,3168.86,1900,2,NA,NA,2,NA,NA
"21597",160760,"52",3,2,54,1,0,1,4,2,3,4,6,1.5,7770.33333333333,3168.86,3,1,710,289,3168.86,1900,2,NA,NA,2,NA,NA
"21598",160760,"52",3,1,27,2,0,1,4,1,3,6,12,1.5,7770.33333333333,3168.86,3,1,710,289,3168.86,1900,2,NA,NA,2,NA,NA
"21599",160760,"52",3,1,54,1,0,1,4,2,3,5,9,1.5,7770.33333333333,3168.86,3,1,710,289,3168.86,1900,2,NA,NA,2,NA,NA
"21600",160770,"52",3,2,26,1,0,1,4,2,3,5,9,0.5,2979.33333333333,3168.86,3,1,710,289,3168.86,1900,2,NA,NA,2,NA,NA
"21601",160770,"52",3,1,29,1,0,1,4,2,3,6,12,0.5,2979.33333333333,3168.86,3,1,710,289,3168.86,1900,2,NA,NA,2,NA,NA
"21602",160780,"52",3,2,55,1,0,1,4,2,3,5,9,1.5,2435.33333333333,3168.86,3,1,710,289,3168.86,1900,2,NA,NA,2,NA,NA
"21603",160780,"52",3,1,23,2,0,1,4,2,3,6,12,1.5,2435.33333333333,3168.86,3,1,710,289,3168.86,1900,2,NA,NA,2,NA,NA
"21604",160780,"52",3,1,57,1,0,1,4,2,3,5,9,1.5,2435.33333333333,3168.86,3,1,710,289,3168.86,1900,2,NA,NA,2,NA,NA
"21605",160790,"52",5,1,16,2,0,1,4,NA,3,5,9,2,5410.4,3168.86,3,1,710,289,3168.86,1900,NA,NA,NA,2,NA,NA
"21606",160790,"52",5,2,35,1,0,1,4,2,3,5,9,2,5410.4,3168.86,3,1,710,289,3168.86,1900,2,NA,NA,2,NA,NA
"21607",160790,"52",5,1,40,1,0,1,4,2,3,5,9,2,5410.4,3168.86,3,1,710,289,3168.86,1900,2,NA,NA,2,NA,NA
"21608",160800,"52",4,2,47,1,NA,1,4,2,3,4,6,1.5,3167,3168.86,3,1,710,289,3168.86,1900,2,NA,NA,2,NA,NA
"21609",160800,"52",4,1,55,1,NA,1,4,2,3,5,9,1.5,3167,3168.86,3,1,710,289,3168.86,1900,2,NA,NA,2,NA,NA
"21610",160810,"52",3,1,26,2,0,1,4,2,4,4,4,3.1,5688.66666666667,3196,3,1,986,362,3196,2031,2,NA,6,2,NA,NA
"21611",160820,"52",8,2,28,2,0,1,4,1,2,4,1,3.3,1640.25,3196,3,1,986,362,3196,2031,2,NA,6,2,NA,NA
"21612",160820,"52",8,1,29,2,0,1,4,1,2,4,1,3.3,1640.25,3196,3,1,986,362,3196,2031,2,NA,6,2,NA,NA
"21613",160820,"52",8,1,57,1,0,1,4,2,3,4,1,3.3,1640.25,3196,3,1,986,362,3196,2031,2,NA,6,2,NA,NA
"21614",160830,"52",9,2,22,1,0,1,4,1,2,5,9,3.6,1025.11111111111,3196,3,1,986,362,3196,2031,2,NA,NA,2,NA,NA
"21615",160830,"52",9,1,29,1,0,1,4,1,2,5,9,3.6,1025.11111111111,3196,3,1,986,362,3196,2031,2,NA,6,2,NA,NA
"21616",160830,"52",9,1,39,1,0,1,4,NA,3,5,9,3.6,1025.11111111111,3196,3,1,986,362,3196,2031,2,NA,6,2,NA,NA
"21617",160830,"52",9,2,33,1,0,1,4,1,3,4,2,3.6,1025.11111111111,3196,3,1,986,362,3196,2031,2,NA,NA,2,NA,NA
"21618",160840,"52",8,1,41,1,0,1,4,1,3,4,NA,1.7,1381.875,3196,3,1,986,362,3196,2031,2,NA,6,2,NA,NA
"21619",160840,"52",8,1,30,1,0,1,4,2,2,5,NA,1.7,1381.875,3196,3,1,986,362,3196,2031,2,NA,6,2,NA,NA
"21620",160840,"52",8,2,29,1,0,1,4,2,2,5,NA,1.7,1381.875,3196,3,1,986,362,3196,2031,2,NA,6,2,NA,NA
"21621",160840,"52",8,2,39,1,0,1,4,1,3,4,NA,1.7,1381.875,3196,3,1,986,362,3196,2031,2,NA,6,2,NA,NA
"21622",160850,"52",2,1,42,1,0,1,4,NA,3,4,NA,1.9,5204,3196,3,1,986,362,3196,2031,2,NA,6,2,NA,NA
"21623",160860,"52",2,2,59,1,0,1,4,NA,3,4,2,3.5,3667,3196,3,1,986,362,3196,2031,2,NA,6,2,NA,NA
"21624",160870,"52",3,1,22,2,0,1,4,1,2,5,1,2.8,4074.33333333333,3196,3,1,986,362,3196,2031,2,NA,NA,2,NA,NA
"21625",160870,"52",3,2,60,1,0,1,4,2,4,4,1,2.8,4074.33333333333,3196,3,1,986,362,3196,2031,2,NA,NA,2,NA,NA
"21626",160880,"52",5,1,34,1,0,NA,4,1,2,5,9,2.8,1321,3196,3,1,986,362,3196,2031,2,NA,6,2,NA,NA
"21627",160880,"52",5,2,31,1,0,NA,4,1,2,5,9,2.8,1321,3196,3,1,986,362,3196,2031,2,NA,6,2,NA,NA
"21628",160890,"52",3,2,53,1,0,1,4,NA,4,4,2,2.8,3540,3196,3,1,986,362,3196,2031,2,NA,6,2,NA,NA
"21629",160890,"52",3,2,28,2,0,1,4,1,1,5,9,2.8,3540,3196,3,1,986,362,3196,2031,2,NA,6,2,NA,NA
"21630",160890,"52",3,1,52,1,0,1,NA,NA,2,5,7,2.8,3540,3196,3,1,986,362,3196,2031,2,NA,6,2,NA,NA
"21631",160900,"52",4,1,58,1,0,1,4,2,3,4,NA,2.8,3497.5,3196,3,1,986,362,3196,2031,2,NA,6,2,NA,NA
"21632",160900,"52",4,2,58,1,0,1,4,2,4,4,NA,2.8,3497.5,3196,3,1,986,362,3196,2031,2,NA,6,2,NA,NA
"21633",160900,"52",4,1,32,NA,0,1,4,2,2,5,NA,2.8,3497.5,3196,3,1,986,362,3196,2031,2,NA,6,2,NA,NA
"21634",160910,"52",6,1,57,1,0,1,NA,2,4,6,12,4.8,7448.16666666667,3049,3,1,1263,384,3049,1760,1,3,NA,1,2,90
"21635",160910,"52",6,2,59,1,0,1,4,2,4,4,5,4.8,7448.16666666667,3049,3,1,1263,384,3049,1760,2,NA,1,1,2,90
"21636",160910,"52",6,1,26,1,0,1,4,1,3,8,11,4.8,7448.16666666667,3049,3,1,1263,384,3049,1760,2,NA,1,1,2,90
"21637",160910,"52",6,2,27,1,0,1,4,1,3,5,9,4.8,7448.16666666667,3049,3,1,1263,384,3049,1760,2,NA,1,1,2,90
"21638",160910,"52",6,1,25,2,0,1,4,1,3,6,12,4.8,7448.16666666667,3049,3,1,1263,384,3049,1760,2,NA,1,1,2,90
"21639",160920,"52",5,2,56,1,0,1,4,2,4,1,NA,4.7,1476.4,3049,3,1,1263,384,3049,1760,2,NA,1,1,2,90
"21640",160920,"52",5,2,22,1,0,1,4,1,3,5,9,4.7,1476.4,3049,3,1,1263,384,3049,1760,2,NA,1,1,2,90
"21641",160920,"52",5,1,57,1,0,1,4,2,4,6,12,4.7,1476.4,3049,3,1,1263,384,3049,1760,1,3,NA,1,2,90
"21642",160920,"52",5,1,31,1,0,1,4,1,3,5,9,4.7,1476.4,3049,3,1,1263,384,3049,1760,2,NA,1,1,2,90
"21643",160930,"52",7,1,31,1,0,1,4,1,3,4,5,5.8,2665.28571428571,3049,3,1,1263,384,3049,1760,2,NA,1,1,2,90
"21644",160930,"52",7,2,57,1,0,1,4,2,4,1,NA,5.8,2665.28571428571,3049,3,1,1263,384,3049,1760,2,NA,1,1,2,90
"21645",160930,"52",7,2,30,1,0,1,4,1,3,4,5,5.8,2665.28571428571,3049,3,1,1263,384,3049,1760,2,NA,1,1,2,90
"21646",160940,"52",6,1,36,1,0,1,4,1,3,4,5,6.9,1557,3049,3,1,1263,384,3049,1760,2,NA,1,1,2,90
"21647",160950,"52",4,1,21,1,0,1,4,2,2,4,6,5.4,3712.25,3049,3,1,1263,384,3049,1760,2,NA,1,1,2,90
"21648",160950,"52",4,2,18,1,0,1,4,2,2,5,9,5.4,3712.25,3049,3,1,1263,384,3049,1760,2,NA,1,1,2,90
"21649",160970,"52",5,1,36,1,0,1,4,1,3,5,9,5.4,6364,3049,3,1,1263,384,3049,1760,2,NA,1,1,2,90
"21650",160970,"52",5,2,27,1,0,1,4,1,3,5,9,5.4,6364,3049,3,1,1263,384,3049,1760,2,NA,1,1,2,90
"21651",160980,"52",6,2,27,1,0,1,4,1,2,5,9,5.4,2638.11666666667,3049,3,1,1263,384,3049,1760,2,NA,1,1,2,90
"21652",160980,"52",6,1,56,1,0,1,4,2,3,4,5,5.4,2638.11666666667,3049,3,1,1263,384,3049,1760,2,NA,1,1,2,90
"21653",160980,"52",6,1,28,1,0,1,4,1,2,4,5,5.4,2638.11666666667,3049,3,1,1263,384,3049,1760,2,NA,1,1,2,90
"21654",160980,"52",6,2,55,1,0,1,4,2,3,4,5,5.4,2638.11666666667,3049,3,1,1263,384,3049,1760,2,NA,1,1,2,90
"21655",160990,"52",5,2,28,1,0,1,4,1,3,5,9,5.4,5560.6,3049,3,1,1263,384,3049,1760,2,NA,1,1,2,90
"21656",160990,"52",5,1,30,1,0,2,4,1,3,8,11,5.4,5560.6,3049,3,1,1263,384,3049,1760,2,NA,1,1,2,90
"21657",161000,"52",2,2,55,1,0,1,4,2,4,4,5,4.7,3992,3049,3,1,1263,384,3049,1760,2,NA,1,1,2,90
"21658",161000,"52",2,1,57,1,0,1,4,2,4,4,5,4.7,3992,3049,3,1,1263,384,3049,1760,2,NA,1,1,2,90
"21659",161010,"52",9,1,58,1,0,1,4,2,4,5,9,5,1985.22222222222,3790,3,1,1463,520,3790,2060,2,NA,NA,2,NA,NA
"21660",161010,"52",9,2,25,1,0,1,4,2,4,4,6,5,1985.22222222222,3790,3,1,1463,520,3790,2060,2,NA,NA,2,NA,NA
"21661",161010,"52",9,1,25,2,0,1,4,1,4,4,6,5,1985.22222222222,3790,3,1,1463,520,3790,2060,1,2,NA,2,NA,NA
"21662",161010,"52",9,1,29,1,0,1,4,2,4,4,6,5,1985.22222222222,3790,3,1,1463,520,3790,2060,2,NA,NA,2,NA,NA
"21663",161010,"52",9,1,33,1,0,1,4,1,4,4,6,5,1985.22222222222,3790,3,1,1463,520,3790,2060,1,2,NA,2,NA,NA
"21664",161010,"52",9,2,57,1,0,1,4,2,4,5,9,5,1985.22222222222,3790,3,1,1463,520,3790,2060,2,NA,NA,2,NA,NA
"21665",161010,"52",9,2,24,1,0,1,4,2,4,5,9,5,1985.22222222222,3790,3,1,1463,520,3790,2060,2,NA,NA,2,NA,NA
"21666",161020,"52",2,2,57,1,0,1,4,2,4,4,NA,5,9876,3790,3,1,1463,520,3790,2060,2,NA,NA,2,NA,NA
"21667",161030,"52",3,1,39,2,0,1,4,1,4,4,NA,4,6643.33333333333,3790,3,1,1463,520,3790,2060,2,NA,NA,2,NA,NA
"21668",161040,"52",3,1,46,2,0,1,4,1,3,4,NA,9,4009.66666666667,3790,3,1,1463,520,3790,2060,2,NA,NA,2,NA,NA
"21669",161050,"52",4,2,20,2,0,1,4,2,4,1,NA,3,1694.5,3790,3,1,1463,520,3790,2060,2,NA,NA,2,NA,NA
"21670",161050,"52",4,2,40,1,0,1,4,2,4,1,NA,3,1694.5,3790,3,1,1463,520,3790,2060,2,NA,NA,2,NA,NA
"21671",161050,"52",4,2,17,2,0,1,4,1,3,4,NA,3,1694.5,3790,3,1,1463,520,3790,2060,2,NA,NA,2,NA,NA
"21672",161050,"52",4,1,56,1,0,1,4,2,4,4,NA,3,1694.5,3790,3,1,1463,520,3790,2060,2,NA,NA,2,NA,NA
"21673",161060,"52",2,1,58,1,0,1,4,2,4,5,NA,2,6124.5,3790,3,1,1463,520,3790,2060,2,NA,NA,2,NA,NA
"21674",161060,"52",2,2,53,1,0,1,4,2,4,4,NA,2,6124.5,3790,3,1,1463,520,3790,2060,2,NA,NA,2,NA,NA
"21675",161070,"52",6,1,35,1,0,1,4,1,3,4,NA,6,6262.16666666667,3790,3,1,1463,520,3790,2060,1,1,NA,2,NA,NA
"21676",161070,"52",6,2,38,1,0,1,4,2,3,4,NA,6,6262.16666666667,3790,3,1,1463,520,3790,2060,2,NA,NA,2,NA,NA
"21677",161080,"52",5,2,44,1,1,1,4,2,3,NA,NA,6,5402,3790,3,1,1463,520,3790,2060,2,NA,NA,2,NA,NA
"21678",161080,"52",5,1,20,2,1,1,4,NA,2,6,12,6,5402,3790,3,1,1463,520,3790,2060,NA,NA,NA,2,NA,NA
"21679",161080,"52",5,1,44,1,1,1,4,2,3,NA,NA,6,5402,3790,3,1,1463,520,3790,2060,2,NA,NA,2,NA,NA
"21680",161080,"52",5,2,19,2,1,1,4,NA,2,6,11,6,5402,3790,3,1,1463,520,3790,2060,NA,NA,NA,2,NA,NA
"21681",161090,"52",5,1,17,2,0,1,4,1,3,5,11,4,6242,3790,3,1,1463,520,3790,2060,2,NA,NA,2,NA,NA
"21682",161090,"52",5,2,45,1,0,1,4,1,3,4,NA,4,6242,3790,3,1,1463,520,3790,2060,2,NA,NA,2,NA,NA
"21683",161090,"52",5,2,19,2,0,1,4,1,3,6,12,4,6242,3790,3,1,1463,520,3790,2060,2,NA,NA,2,NA,NA
"21684",161090,"52",5,1,46,1,0,1,4,1,3,4,NA,4,6242,3790,3,1,1463,520,3790,2060,2,NA,NA,2,NA,NA
"21685",161100,"52",5,2,59,1,1,1,4,2,4,4,NA,4,2652,3790,3,1,1463,520,3790,2060,2,NA,NA,2,NA,NA
"21686",161100,"52",5,2,28,1,1,1,4,1,3,5,9,4,2652,3790,3,1,1463,520,3790,2060,2,NA,NA,2,NA,NA
"21687",161100,"52",5,1,33,1,1,1,4,1,3,5,9,4,2652,3790,3,1,1463,520,3790,2060,2,NA,NA,2,NA,NA
"21688",161110,"52",6,2,50,1,1,1,4,2,4,4,NA,3,5118.33333333333,3704,3,1,2727,858,3704,1980,2,NA,2,1,1,91
"21689",161110,"52",6,1,57,1,1,1,4,2,NA,NA,NA,3,5118.33333333333,3704,3,1,2727,858,3704,1980,2,NA,2,1,1,91
"21690",161110,"52",6,2,24,1,1,1,4,1,NA,NA,NA,3,5118.33333333333,3704,3,1,2727,858,3704,1980,2,NA,2,1,1,91
"21691",161110,"52",6,1,27,1,1,1,4,1,4,4,NA,3,5118.33333333333,3704,3,1,2727,858,3704,1980,2,NA,2,1,1,91
"21692",161120,"52",7,2,60,1,1,1,4,NA,4,1,NA,NA,3591.14285714286,3704,3,1,2727,858,3704,1980,2,NA,2,1,1,91
"21693",161120,"52",7,1,35,1,1,1,4,1,3,5,NA,NA,3591.14285714286,3704,3,1,2727,858,3704,1980,2,NA,2,1,1,91
"21694",161120,"52",7,2,37,1,1,1,4,NA,3,5,NA,NA,3591.14285714286,3704,3,1,2727,858,3704,1980,2,NA,2,1,1,91
"21695",161120,"52",7,1,60,1,1,1,4,NA,4,4,NA,NA,3591.14285714286,3704,3,1,2727,858,3704,1980,2,NA,2,1,1,91
"21696",161130,"52",9,1,18,2,1,1,4,NA,2,6,11,7,3435.88888888889,3704,3,1,2727,858,3704,1980,2,NA,2,1,1,91
"21697",161130,"52",9,2,22,1,1,1,4,1,2,5,NA,7,3435.88888888889,3704,3,1,2727,858,3704,1980,2,NA,2,1,1,91
"21698",161130,"52",9,2,48,1,1,1,4,2,2,5,NA,7,3435.88888888889,3704,3,1,2727,858,3704,1980,2,NA,2,1,1,91
"21699",161130,"52",9,1,47,1,1,1,4,2,2,5,NA,7,3435.88888888889,3704,3,1,2727,858,3704,1980,2,NA,2,1,1,91
"21700",161140,"52",5,2,27,1,1,1,4,1,3,4,NA,7.5,6787,3704,3,1,2727,858,3704,1980,2,NA,2,1,1,91
"21701",161140,"52",5,2,56,1,1,1,4,2,4,1,NA,7.5,6787,3704,3,1,2727,858,3704,1980,2,NA,2,1,1,91
"21702",161140,"52",5,1,57,1,1,1,4,2,4,4,NA,7.5,6787,3704,3,1,2727,858,3704,1980,2,NA,2,1,1,91
"21703",161140,"52",5,1,35,1,1,1,4,1,3,4,NA,7.5,6787,3704,3,1,2727,858,3704,1980,2,NA,2,1,1,91
